accelerometer,timeInSeconds,distance,isCar,isOnCall,score
0.0 , 0.007805555555555555 , 0.0059052943244513574 , 1 , 0 , 69.58486147239037
1.0 , 0.020638888888888887 , 0.0048851924050275644 , 0 , 1 , 19.238435805378664
0.8 , 0.0816111111111111 , 0.07453974929455401 , 1 , 0 , 48.022026998075624
0.1 , 0.012138888888888888 , 0.004475044773456361 , 1 , 0 , 66.76807328874382
0.4 , 0.009138888888888889 , 0.002407414421397245 , 1 , 0 , 58.09251621896935
0.2 , 0.3006111111111111 , 0.2838877050177599 , 0 , 0 , 67.5070826462964
0.8 , 0.019444444444444445 , 0.009289289082870682 , 1 , 1 , 25.686168448423786
0.9 , 0.015277777777777777 , 0.004355859469554887 , 1 , 1 , 20.445422279335954
0.3 , 0.31605555555555553 , 0.26429357374872187 , 0 , 0 , 60.63355022292999
0.8 , 0.5266111111111111 , 0.49048183248334815 , 0 , 1 , 28.262708746856056
1.0 , 0.019555555555555555 , 0.010767424139382748 , 1 , 1 , 19.943840253277255
0.3 , 0.0165 , 0.006725119696702136 , 0 , 0 , 62.12389383094188
0.8 , 0.5385555555555556 , 0.37049729824218675 , 0 , 1 , 25.504059657490348
0.5 , 0.0003333333333333333 , 0.0002124281782085792 , 0 , 0 , 56.393773741483486
0.9 , 0.010222222222222223 , 0.007822511289806098 , 0 , 0 , 45.01638550709597
0.7 , 0.23033333333333333 , 0.17970905651635577 , 1 , 0 , 49.82196276138201
0.7 , 0.019 , 0.010800877272700475 , 1 , 1 , 29.170226983808373
0.5 , 0.44166666666666665 , 0.4130753632709038 , 1 , 0 , 58.13341860374728
0.9 , 0.13833333333333334 , 0.09897945314408339 , 1 , 1 , 20.4331341016929
0.0 , 0.006805555555555555 , 0.002919415230145251 , 1 , 1 , 48.66447408839955
0.3 , 0.014805555555555556 , 0.005231150154955725 , 1 , 0 , 61.44890991835034
0.2 , 0.012222222222222223 , 0.008210939725633576 , 1 , 1 , 41.476375536300246
0.5 , 0.015666666666666666 , 0.004257770320539511 , 1 , 0 , 56.243235244064074
0.1 , 0.0655 , 0.050500248660936636 , 0 , 1 , 44.66957706582483
0.0 , 0.021222222222222222 , 0.004716096872640063 , 1 , 0 , 70.80453226563272
0.6 , 0.21072222222222223 , 0.18096157660819615 , 1 , 1 , 31.1674847083106
0.9 , 0.014138888888888888 , 0.00732517616254318 , 1 , 0 , 41.877515670834505
1.0 , 0.00836111111111111 , 0.005270596128337154 , 1 , 1 , 18.16032885066356
0.5 , 0.01997222222222222 , 0.0032546569250105862 , 0 , 1 , 33.590216819534504
0.0 , 0.015 , 0.009583603958033983 , 1 , 0 , 70.3306030961237
0.7 , 0.0019166666666666666 , 0.000330026176188892 , 1 , 0 , 50.31269983608879
0.9 , 0.59575 , 0.49600122941162395 , 0 , 0 , 38.3757321214782
0.9 , 0.02227777777777778 , 0.0069463197528062785 , 0 , 1 , 20.396548413436772
0.1 , 0.2301388888888889 , 0.19516532742714243 , 1 , 0 , 66.06960507225631
0.0 , 0.024916666666666667 , 0.008498214365255193 , 1 , 0 , 70.69366338717174
0.9 , 0.07736111111111112 , 0.04833915868832642 , 1 , 1 , 21.522586769526715
0.4 , 0.016916666666666667 , 0.010881785106353466 , 1 , 0 , 56.85885307171934
0.8 , 0.09230555555555556 , 0.080492072791924 , 1 , 0 , 47.22506438661131
0.5 , 0.022722222222222224 , 0.009044980346027857 , 1 , 1 , 33.89044011902152
0.5 , 0.19433333333333333 , 0.14577830268168263 , 0 , 0 , 53.42713965265274
0.7 , 0.018166666666666668 , 0.005368816890968726 , 0 , 1 , 27.595466128644926
0.4 , 0.39175 , 0.3831200391535484 , 0 , 0 , 59.06663957660627
1.0 , 0.08441666666666667 , 0.07652642163323657 , 1 , 0 , 40.90958404459756
0.3 , 0.010666666666666666 , 0.007662483662175769 , 0 , 1 , 38.352633178990956
0.0 , 0.007138888888888889 , 0.0020186008992523125 , 0 , 1 , 47.16227986820121
1.0 , 0.28497222222222224 , 0.24379988896547022 , 0 , 0 , 41.085703436944854
0.4 , 0.0135 , 0.006958653654867723 , 1 , 1 , 36.42467631046798
0.9 , 0.01075 , 0.0058521920228068805 , 0 , 0 , 42.37245691982742
0.5 , 0.019694444444444445 , 0.011093959306965157 , 1 , 0 , 54.42344750198915
0.2 , 0.009444444444444445 , 0.0044553019384673265 , 1 , 1 , 40.97142599809076
0.3 , 0.011777777777777778 , 0.005160927946587544 , 0 , 1 , 39.87500647127215
0.0 , 0.3031388888888889 , 0.23835241844815563 , 0 , 0 , 70.98187115626573
0.4 , 0.20080555555555554 , 0.20024302535126148 , 1 , 0 , 58.99647706531691
1.0 , 0.02436111111111111 , 0.011636001692389252 , 1 , 0 , 40.9547994447022
0.9 , 0.017583333333333333 , 0.007217568048704531 , 1 , 0 , 43.067829915320885
0.2 , 0.005416666666666667 , 0.0018576314526313822 , 0 , 1 , 42.87365942602619
0.8 , 0.004694444444444445 , 0.0007134570807540935 , 0 , 0 , 46.28548641653636
0.3 , 0.45419444444444446 , 0.40632475745035124 , 0 , 1 , 36.533125979038225
0.1 , 0.47502777777777777 , 0.43115468421080005 , 0 , 0 , 67.11210864431811
0.3 , 0.1317222222222222 , 0.10733231610225623 , 1 , 0 , 59.936367052040126
0.7 , 0.14155555555555555 , 0.0735095509734247 , 0 , 1 , 27.11120139463472
0.4 , 0.021083333333333332 , 0.013830759838197045 , 1 , 0 , 58.86693128782442
0.9 , 0.6281111111111111 , 0.4911953081964927 , 0 , 1 , 23.297705594732797
0.7 , 0.013972222222222223 , 0.004656014250790263 , 1 , 0 , 50.74740251367754
0.3 , 0.4558333333333333 , 0.3200948927034538 , 1 , 1 , 37.99984316152406
0.2 , 0.010305555555555556 , 0.0032060862886429385 , 0 , 0 , 63.43989991822019
0.5 , 0.10658333333333334 , 0.0907966242085129 , 1 , 0 , 55.34109201677765
0.2 , 0.12205555555555556 , 0.09025846564199001 , 1 , 0 , 65.33598784083198
0.8 , 0.3018888888888889 , 0.2998123017883922 , 0 , 0 , 50.785037707414695
0.9 , 0.01363888888888889 , 0.004818936948262544 , 0 , 1 , 22.869029359858654
0.5 , 0.6198333333333333 , 0.41890123676339963 , 0 , 1 , 29.708078986524594
1.0 , 0.019944444444444445 , 0.006939049615692058 , 1 , 0 , 40.13657040333886
1.0 , 0.01988888888888889 , 0.007036828292335947 , 0 , 1 , 18.789374560497805
0.2 , 0.5096944444444444 , 0.39427572118554716 , 0 , 1 , 41.55186655628222
0.4 , 0.008805555555555556 , 0.003059701658761548 , 1 , 0 , 59.79082937094684
0.5 , 0.01375 , 0.007097027250026241 , 0 , 1 , 34.093663750195304
0.5 , 0.2311111111111111 , 0.1887148667002394 , 0 , 0 , 57.965106383415
0.3 , 0.18930555555555556 , 0.16231561514042495 , 0 , 0 , 62.3300941834092
0.0 , 0.012777777777777779 , 0.008031596654580494 , 0 , 0 , 69.5136457157748
0.4 , 0.11775 , 0.10346533262504505 , 0 , 0 , 57.998087485043555
0.3 , 0.02227777777777778 , 0.008749990243944376 , 1 , 1 , 39.47429010807946
0.4 , 0.017888888888888888 , 0.010440298804736658 , 0 , 0 , 58.70848375461547
0.2 , 0.017972222222222223 , 0.008445624178117105 , 1 , 0 , 65.08693640946298
0.1 , 0.07002777777777777 , 0.04263163045597762 , 0 , 1 , 44.566034855826494
0.4 , 0.022111111111111113 , 0.006229162204550075 , 1 , 1 , 37.03980374668721
1.0 , 0.2848333333333333 , 0.2309740364062878 , 1 , 0 , 41.649778552453526
0.1 , 0.01386111111111111 , 0.0063009995922807946 , 0 , 1 , 44.25770507592141
0.0 , 0.019083333333333334 , 0.012898384140248232 , 0 , 0 , 70.84690797594102
0.6 , 0.13127777777777777 , 0.07662305299760074 , 1 , 1 , 29.23045617584131
0.4 , 0.43094444444444446 , 0.3230677193036538 , 1 , 1 , 37.688706233279646
0.3 , 0.021805555555555557 , 0.010967155436480587 , 0 , 1 , 40.03696061104051
0.4 , 0.020027777777777776 , 0.002989062808734482 , 0 , 0 , 58.81266780338017
0.1 , 0.49377777777777776 , 0.41475557427531157 , 1 , 1 , 48.66731385321469
0.9 , 0.0695 , 0.052253046789550076 , 0 , 1 , 22.37691348819976
0.2 , 0.014861111111111111 , 0.0042609892216868926 , 0 , 0 , 65.49650309492058
0.5 , 0.017027777777777777 , 0.012844106556977859 , 1 , 1 , 34.236297785123995
0.1 , 0.01611111111111111 , 0.008786966137237827 , 0 , 0 , 65.7099178621162
0.1 , 0.017361111111111112 , 0.01096249061428214 , 0 , 0 , 68.23244968994847
0.7 , 0.4539722222222222 , 0.4807564030553578 , 1 , 0 , 49.71708018286328
0.2 , 0.63625 , 0.5010375336441123 , 0 , 1 , 41.210749897036386
0.6 , 0.3734166666666667 , 0.37432257863836116 , 1 , 1 , 34.18852378254507
0.7 , 0.04002777777777778 , 0.02342020708124142 , 1 , 1 , 27.830078612478914
0.6 , 0.5391111111111111 , 0.46353971299565644 , 0 , 0 , 53.74050579888036
0.2 , 0.012972222222222222 , 0.004048884432276799 , 1 , 1 , 43.57241271432661
0.0 , 0.14194444444444446 , 0.09565978920967258 , 1 , 1 , 47.19566383807193
0.5 , 0.02322222222222222 , 0.011857140067654799 , 0 , 0 , 56.83609479763292
0.1 , 0.3386111111111111 , 0.39303858342485587 , 1 , 0 , 66.1152241093263
0.9 , 0.009333333333333334 , 0.0034595407157867785 , 1 , 1 , 22.267757653677062
0.8 , 0.009666666666666667 , 0.0034634291823518798 , 1 , 1 , 24.750981348621032
0.8 , 0.7154722222222222 , 0.6575381528633201 , 0 , 1 , 29.741566539178955
0.0 , 0.35830555555555554 , 0.4437749222838546 , 1 , 0 , 70.80205053068455
0.8 , 0.0025555555555555557 , 0.0002941114144239464 , 0 , 0 , 45.94633136649048
0.4 , 0.011722222222222222 , 0.006618781354304764 , 1 , 0 , 59.269489695887266
1.0 , 0.3988333333333333 , 0.3174421486356445 , 0 , 1 , 20.76424354218536
0.8 , 0.01638888888888889 , 0.00844823727418869 , 1 , 1 , 26.199301537443986
0.9 , 0.46902777777777777 , 0.4721609113227704 , 1 , 1 , 25.707573181049582
0.7 , 0.020722222222222222 , 0.003970207043967548 , 0 , 0 , 47.58393321648695
0.5 , 0.37394444444444447 , 0.371245728357675 , 1 , 0 , 53.57258656882006
0.0 , 0.258 , 0.20821325946581004 , 1 , 0 , 69.67707590364132
1.0 , 0.04136111111111111 , 0.02313818839689536 , 1 , 1 , 18.75679388396302
0.4 , 0.7259722222222222 , 0.7443437486603304 , 0 , 0 , 60.24977004181792
1.0 , 0.07886111111111112 , 0.04540319396715251 , 0 , 1 , 18.339786529944625
0.0 , 0.11705555555555555 , 0.11085597716732198 , 0 , 0 , 70.673516617635
0.6 , 0.0067777777777777775 , 0.0009645981725529027 , 0 , 1 , 28.780902924640152
0.4 , 0.06663888888888889 , 0.06770088213294281 , 0 , 1 , 37.17292038699915
0.1 , 0.11613888888888889 , 0.10573096210756062 , 1 , 1 , 45.764413294920416
0.6 , 0.1812777777777778 , 0.1463249479696409 , 0 , 0 , 52.20369194178565
0.0 , 0.017638888888888888 , 0.010646874719219667 , 0 , 0 , 70.93067614478333
0.4 , 0.014583333333333334 , 0.009028318175495174 , 1 , 0 , 56.9217609943036
0.7 , 0.3937222222222222 , 0.35708475713440463 , 0 , 1 , 26.807179153044647
0.1 , 0.25372222222222224 , 0.26094217763658056 , 1 , 0 , 67.70367702013509
0.9 , 0.16552777777777777 , 0.11425340049348923 , 1 , 1 , 23.704790346960788
0.5 , 0.23741666666666666 , 0.25735498528178696 , 1 , 0 , 58.04494638844423
1.0 , 0.005027777777777778 , 0.0009088279094579209 , 1 , 0 , 41.48829694486882
0.9 , 0.13541666666666666 , 0.10987926456178507 , 1 , 0 , 43.240584852942746
0.7 , 0.0049722222222222225 , 0.001032678201144773 , 1 , 1 , 28.638657622542063
0.8 , 0.4008055555555556 , 0.3065283491451506 , 1 , 1 , 21.37395888357378
0.4 , 0.28502777777777777 , 0.3802596282029665 , 0 , 1 , 38.72406371607834
