accelerometer,timeInSeconds,distance,isCar,isOnCall,score
0.33 , 0.01775 , 0.0029641815717211736 , 0 , 0 , 60.86255269204488
0.16 , 0.22111111111111112 , 0.22774366204420557 , 1 , 1 , 42.387735652834664
0.05 , 0.2503888888888889 , 0.19108764506504466 , 0 , 1 , 45.554479929589355
0.54 , 0.010861111111111111 , 0.0036546921971382144 , 0 , 1 , 33.11284655351666
0.5 , 0.012972222222222222 , 0.008405288979451178 , 0 , 1 , 34.809121581933496
0.84 , 0.0811111111111111 , 0.05282357294561204 , 1 , 1 , 24.473827443582234
0.93 , 0.007555555555555556 , 0.001883974486693516 , 1 , 1 , 21.213937172064977
0.05 , 0.015083333333333334 , 0.009421029692666288 , 0 , 1 , 46.84666438520975
0.73 , 0.01 , 0.004164062478272334 , 0 , 1 , 26.912863505584195
0.53 , 0.009805555555555555 , 0.005568215150876485 , 1 , 0 , 56.07435962584757
0.27 , 0.01927777777777778 , 0.011750960730281593 , 0 , 1 , 38.98038876954739
0.94 , 0.6778333333333333 , 0.440495034639051 , 1 , 1 , 21.75314209532199
0.97 , 0.4082777777777778 , 0.31747459433426156 , 0 , 1 , 17.774059832483402
0.98 , 0.4053333333333333 , 0.5140047131126169 , 0 , 1 , 25.06295137580451
0.42 , 0.010166666666666666 , 0.0032701063926895567 , 1 , 1 , 36.81144605674164
0.42 , 0.11538888888888889 , 0.15266783064471415 , 1 , 1 , 38.03919241420844
0.93 , 0.08594444444444445 , 0.08652913904262807 , 0 , 0 , 42.584148015469445
0.28 , 0.008583333333333333 , 0.0031659464222052844 , 1 , 0 , 62.92452930662884
0.85 , 0.1703888888888889 , 0.1548897213325133 , 0 , 1 , 24.222671928364942
0.78 , 0.5378055555555555 , 0.5189743385654857 , 1 , 0 , 50.90044821577842
0.56 , 0.017638888888888888 , 0.005506799372283252 , 0 , 0 , 54.01467600689455
0.43 , 0.09080555555555556 , 0.07555544676065777 , 1 , 0 , 57.91677837918422
0.94 , 0.12397222222222222 , 0.12126269200323371 , 1 , 0 , 41.682283513431535
0.95 , 0.014388888888888889 , 0.008455971486014529 , 1 , 1 , 20.99682023123387
0.36 , 0.5647777777777778 , 0.4501623374681976 , 0 , 1 , 40.899007675630514
0.59 , 0.009527777777777777 , 0.004888465515793258 , 0 , 1 , 31.043035328033724
0.67 , 0.009166666666666667 , 0.004187229393080375 , 1 , 1 , 28.9796558425331
0.28 , 0.0125 , 0.0039238841116047635 , 0 , 0 , 63.079858526692966
0.19 , 0.01938888888888889 , 0.008621215551297242 , 0 , 0 , 64.97201068218102
0.77 , 0.33466666666666667 , 0.37237780278522276 , 0 , 0 , 48.15260912877224
0.38 , 0.01513888888888889 , 0.0076779131314979755 , 0 , 0 , 60.28920503183802
0.37 , 0.01686111111111111 , 0.00782376030344074 , 0 , 1 , 36.10095994355855
0.2 , 0.04863888888888889 , 0.03984489964953094 , 1 , 1 , 43.32400485182426
0.14 , 0.2243888888888889 , 0.18791489558393357 , 1 , 0 , 66.99037137276022
0.87 , 0.31880555555555556 , 0.2786950369440157 , 1 , 1 , 25.21079979452724
0.8 , 0.014 , 0.006707888329119581 , 1 , 1 , 23.14940102588535
0.55 , 0.015111111111111112 , 0.00670704506535003 , 0 , 1 , 33.416546580103194
0.37 , 0.22641666666666665 , 0.21103482702818746 , 1 , 1 , 37.897400551733114
0.84 , 0.44408333333333333 , 0.4626326252189927 , 0 , 0 , 44.05671326477953
0.69 , 0.47383333333333333 , 0.5874689093276111 , 0 , 0 , 55.21573023880658
0.74 , 0.021527777777777778 , 0.007815572907957102 , 1 , 1 , 26.306064224454516
0.81 , 0.22625 , 0.17070002412791327 , 0 , 1 , 23.59896121928584
0.28 , 0.22536111111111112 , 0.1872212201250344 , 1 , 1 , 38.871896595229536
0.26 , 0.01572222222222222 , 0.004357882317267512 , 1 , 1 , 41.144032405193734
0.38 , 0.011583333333333333 , 0.008366992837977665 , 0 , 1 , 37.32901510704541
0.65 , 0.4752222222222222 , 0.32604729035353774 , 0 , 0 , 48.30932814617403
0.25 , 0.0135 , 0.007281825928748314 , 1 , 0 , 61.579971649825374
0.15 , 0.006805555555555555 , 0.0016386345620808811 , 0 , 1 , 44.16016954780758
0.33 , 0.4098333333333333 , 0.39656769426157973 , 0 , 1 , 42.09655737777596
0.5 , 0.010222222222222223 , 0.00449961053176985 , 0 , 1 , 32.6367880938817
0.21 , 0.23180555555555554 , 0.21328590894084457 , 1 , 0 , 61.9333322973324
0.54 , 0.02386111111111111 , 0.007440872450087749 , 0 , 1 , 31.834509336656197
1.0 , 0.5029166666666667 , 0.4982546289575739 , 0 , 0 , 44.02699069976453
0.08 , 0.7016388888888889 , 0.5651271072511089 , 1 , 0 , 67.2755492487307
0.71 , 0.025694444444444443 , 0.019705822317936498 , 1 , 1 , 27.273671683479993
0.91 , 0.4320277777777778 , 0.33588375609077453 , 0 , 1 , 22.324018410324044
0.15 , 0.26169444444444445 , 0.22088142926324786 , 0 , 1 , 42.71120402274674
0.01 , 0.011972222222222223 , 0.005193021960057708 , 0 , 1 , 48.109875441878586
0.65 , 0.01211111111111111 , 0.0025461953886228655 , 1 , 1 , 29.131397679679594
0.21 , 0.07708333333333334 , 0.05503756672664978 , 1 , 1 , 42.02359127930638
0.45 , 0.01675 , 0.008511693277214868 , 1 , 0 , 56.660682600363046
0.11 , 0.44233333333333336 , 0.37858877422693565 , 0 , 0 , 69.53663113178621
0.74 , 0.010805555555555556 , 0.002711621613372575 , 0 , 0 , 47.08380799729495
0.53 , 0.009694444444444445 , 0.0031670636879831842 , 0 , 1 , 32.198640294442626
0.58 , 0.011083333333333334 , 0.0035158591079157077 , 1 , 1 , 32.07980343108197
0.73 , 0.2826666666666667 , 0.2167250734125846 , 0 , 0 , 49.66166213839113
0.85 , 0.011416666666666667 , 0.00275985772116929 , 0 , 0 , 45.3141092196133
0.87 , 0.04119444444444444 , 0.033664778639763464 , 1 , 0 , 44.087592603679596
0.51 , 0.40644444444444444 , 0.3259614083411491 , 0 , 0 , 55.485645219002244
0.0 , 0.01838888888888889 , 0.008924897341062618 , 1 , 0 , 69.58904752735864
0.59 , 0.01597222222222222 , 0.008595592355354396 , 0 , 1 , 31.869660648842213
0.64 , 0.7427777777777778 , 0.5169729868983176 , 1 , 1 , 26.99300734312583
0.21 , 0.013805555555555555 , 0.004585648008969923 , 1 , 1 , 41.250578100400865
0.14 , 0.005055555555555555 , 0.00102355397339867 , 0 , 1 , 43.49504009245165
0.12 , 0.18655555555555556 , 0.15210834633960904 , 1 , 0 , 67.91584633004183
0.6 , 0.007638888888888889 , 0.0029545177854796963 , 0 , 0 , 51.80324623640307
0.21 , 0.5135 , 0.4703770165935608 , 1 , 1 , 41.703493828323445
0.03 , 0.5705277777777777 , 0.5851989497006345 , 1 , 0 , 73.09490767839632
0.1 , 0.37733333333333335 , 0.35008409666731155 , 0 , 1 , 47.42133526975199
0.12 , 0.013277777777777777 , 0.003851509266198056 , 0 , 0 , 67.4016924618418
0.65 , 0.1368888888888889 , 0.13160381448384115 , 1 , 1 , 30.017162503340828
0.14 , 0.0024444444444444444 , 0.0007344155827691261 , 1 , 0 , 65.67112981556478
0.21 , 0.04591666666666667 , 0.0257824940308256 , 0 , 1 , 42.22987257360451
0.36 , 0.47197222222222224 , 0.4204175180893933 , 1 , 0 , 62.92516182928559
0.38 , 0.17141666666666666 , 0.14840826378413832 , 1 , 0 , 57.09335252525315
0.52 , 0.10608333333333334 , 0.08806600831257831 , 0 , 0 , 54.87497141833059
0.92 , 0.20841666666666667 , 0.16499425227861386 , 1 , 1 , 20.436207980552588
0.52 , 0.019166666666666665 , 0.009399681959533368 , 1 , 0 , 56.184844967109356
0.75 , 0.015944444444444445 , 0.011348982395069164 , 1 , 0 , 48.56795808806082
0.86 , 0.011333333333333334 , 0.0023378524972530257 , 0 , 1 , 21.473124742961314
0.47 , 0.011944444444444445 , 0.004507187820774111 , 0 , 1 , 34.06626497748478
0.14 , 0.02266666666666667 , 0.011781490144912503 , 0 , 1 , 44.91323273678487
0.2 , 0.1761388888888889 , 0.10192812093581755 , 1 , 0 , 62.62518956265968
0.13 , 0.012722222222222222 , 0.002683190512785463 , 1 , 0 , 66.37772021342306
0.0 , 0.013277777777777777 , 0.004159926219202813 , 0 , 0 , 68.62078493477102
0.79 , 0.0069722222222222225 , 0.0022137093657196984 , 1 , 0 , 45.12207299587643
0.85 , 0.007472222222222222 , 0.0020004924177641787 , 1 , 1 , 22.342096080394843
0.14 , 0.01636111111111111 , 0.007613938297094217 , 1 , 0 , 67.09282724914645
0.25 , 0.2812222222222222 , 0.3077916093217763 , 1 , 0 , 65.70312597896185
0.29 , 0.11233333333333333 , 0.12102262056423889 , 1 , 0 , 62.98403373360536
0.36 , 0.18816666666666668 , 0.14272504249852086 , 0 , 0 , 58.867245027378246
0.37 , 0.021027777777777777 , 0.012690919644720024 , 1 , 1 , 37.870932658589815
0.56 , 0.5586666666666666 , 0.4627168530339002 , 1 , 1 , 30.608577362462004
0.36 , 0.013 , 0.006599666004118337 , 1 , 1 , 36.4835163070521
0.53 , 0.018833333333333334 , 0.006080184414861626 , 1 , 0 , 55.088754350982796
0.41 , 0.24455555555555555 , 0.19232571332865106 , 1 , 0 , 57.43886566139877
0.04 , 0.009972222222222223 , 0.003393006675215715 , 1 , 1 , 48.192956904551195
0.58 , 0.016805555555555556 , 0.011078250977254669 , 1 , 1 , 31.210503734164234
0.09 , 0.2896944444444444 , 0.2686016703258857 , 0 , 1 , 47.306715310840794
0.47 , 0.013583333333333333 , 0.004715537707143782 , 1 , 1 , 33.64110533888777
0.9 , 0.6375277777777778 , 0.5256847978226391 , 1 , 0 , 43.05490954744711
0.71 , 0.6040555555555556 , 0.6960470939909438 , 1 , 0 , 54.85286273591874
0.67 , 0.12705555555555556 , 0.11926797098964767 , 1 , 0 , 52.582323502656656
0.32 , 0.015444444444444445 , 0.007470515541440134 , 1 , 1 , 38.00918916210709
0.46 , 0.01563888888888889 , 0.007662891769308069 , 0 , 0 , 57.082749900631505
0.85 , 0.010527777777777778 , 0.005042865583380499 , 1 , 1 , 24.486339139260494
0.83 , 0.1988611111111111 , 0.16079987472593962 , 1 , 1 , 25.34754345480928
0.66 , 0.2865 , 0.32024016917771303 , 1 , 0 , 54.445501195720226
0.68 , 0.15125 , 0.15884487003624312 , 0 , 0 , 49.42236859007629
0.64 , 0.013472222222222222 , 0.006068981813552029 , 0 , 0 , 51.34739039967218
0.55 , 0.009944444444444445 , 0.0022296724056298897 , 1 , 0 , 55.73416637138475
0.6 , 0.39869444444444446 , 0.2787868084045924 , 0 , 1 , 27.025042808741368
0.22 , 0.012583333333333334 , 0.0029388514319629456 , 1 , 0 , 64.20023059612996
0.21 , 0.016444444444444446 , 0.0032678158089004573 , 0 , 0 , 65.07174743585743
0.8 , 0.01725 , 0.004927881246480433 , 1 , 0 , 47.47846770172836
0.17 , 0.02038888888888889 , 0.004863177911888608 , 0 , 0 , 66.37942375417019
0.05 , 0.32972222222222225 , 0.40914432699282244 , 1 , 0 , 73.17414097471209
0.02 , 0.33755555555555555 , 0.3253505966788442 , 1 , 0 , 70.01528578991514
0.89 , 0.1175 , 0.09187958741137717 , 0 , 0 , 43.77407213711283
0.81 , 0.007416666666666667 , 0.003200004955382401 , 0 , 1 , 24.406694753384667
0.28 , 0.0115 , 0.004836183447050674 , 0 , 0 , 62.76671629317276
0.05 , 0.01597222222222222 , 0.004648988386483017 , 1 , 1 , 46.0540188812236
0.17 , 0.0125 , 0.003252273610252131 , 0 , 1 , 42.30372032774255
0.0 , 0.426 , 0.4404058598886544 , 0 , 0 , 71.68032451393937
0.41 , 0.01275 , 0.009465415948562324 , 0 , 0 , 58.921351743216945
0.17 , 0.0818611111111111 , 0.07663541984959987 , 0 , 1 , 43.98766113145429
0.19 , 0.01686111111111111 , 0.005672834606469474 , 1 , 0 , 64.70465628695666
0.99 , 0.017694444444444443 , 0.009943248149040447 , 1 , 0 , 39.48824177972771
0.96 , 0.3938055555555556 , 0.3420719708909584 , 0 , 1 , 20.543808552940167
0.2 , 0.01888888888888889 , 0.010981587084650232 , 1 , 1 , 43.692814846590515
0.51 , 0.3710555555555556 , 0.33644143486066186 , 1 , 1 , 32.67050947357385
0.37 , 0.5137222222222222 , 0.4267529379645167 , 0 , 1 , 38.314070081977974
0.61 , 0.47994444444444445 , 0.4580386653725187 , 0 , 0 , 55.37070272207419
0.15 , 0.010611111111111111 , 0.002626499584612318 , 0 , 1 , 44.923942800608444
0.51 , 0.6565277777777778 , 0.5551710617752825 , 0 , 0 , 58.40254520315936
0.99 , 0.00825 , 0.004438930108167824 , 1 , 0 , 41.68189151292953
0.26 , 0.017444444444444443 , 0.008905202831108069 , 0 , 1 , 40.09956353528795
0.29 , 0.01975 , 0.007413629750467106 , 1 , 0 , 61.61505410333555
0.23 , 0.12730555555555556 , 0.09537377976428003 , 0 , 0 , 62.77620176292954
0.94 , 0.08861111111111111 , 0.0685678231589623 , 1 , 0 , 43.8377970155163
0.12 , 0.016555555555555556 , 0.0088131184443571 , 0 , 1 , 43.197505256798856
0.02 , 0.8013333333333333 , 0.6150772203305809 , 0 , 0 , 63.3210253758029
0.32 , 0.021833333333333333 , 0.007002642079141418 , 0 , 0 , 60.20216833260464
0.11 , 0.4920833333333333 , 0.5041236933535016 , 0 , 0 , 69.00773104606243
0.84 , 0.0155 , 0.0043517536367290435 , 1 , 1 , 23.256109066572265
0.87 , 0.30377777777777776 , 0.3602677388424804 , 1 , 0 , 43.535886672620734
0.67 , 0.009333333333333334 , 0.004227490646718974 , 0 , 1 , 27.69692864990867
0.17 , 0.2252222222222222 , 0.2235354513977175 , 1 , 1 , 44.00369075331707
0.29 , 0.16405555555555557 , 0.19382408249294397 , 0 , 1 , 41.18605097734341
0.35 , 0.5126944444444445 , 0.4331856053782342 , 0 , 1 , 42.64834801158022
0.65 , 0.016916666666666667 , 0.005716071300831486 , 0 , 0 , 50.45044492630532
0.26 , 0.009694444444444445 , 0.005582829892266446 , 0 , 0 , 64.22396223530842
0.96 , 0.2658888888888889 , 0.294496348556707 , 0 , 0 , 45.03910560539146
0.07 , 0.012305555555555556 , 0.003839727862468301 , 0 , 1 , 46.61831100622915
0.02 , 0.4500277777777778 , 0.5188964519636403 , 0 , 0 , 72.24909689509276
0.27 , 0.7488333333333334 , 0.6423793982405768 , 0 , 1 , 43.943860440737545
0.19 , 0.015805555555555555 , 0.0036954474236507223 , 0 , 0 , 63.76088773807109
0.92 , 0.13780555555555554 , 0.14440829192801635 , 1 , 0 , 44.03738587038569
0.57 , 0.010055555555555555 , 0.0022972805376686714 , 0 , 1 , 29.687494734564225
0.05 , 0.015916666666666666 , 0.010288884064343069 , 1 , 1 , 47.94086582513532
0.01 , 0.015472222222222222 , 0.006238087497017428 , 0 , 0 , 71.33922286196886
0.72 , 0.32861111111111113 , 0.2412848261150345 , 1 , 0 , 47.44646621067123
0.71 , 0.5000277777777777 , 0.4100008239146964 , 0 , 0 , 51.92313601336169
0.01 , 0.006277777777777778 , 0.002341352637919348 , 1 , 0 , 69.72894127240905
0.35 , 0.009444444444444445 , 0.003207293530318892 , 1 , 1 , 39.226158084693914
0.29 , 0.012138888888888888 , 0.006081638464344815 , 0 , 0 , 62.391086392389326
0.34 , 0.15069444444444444 , 0.08945808294491925 , 1 , 1 , 38.72935237038939
0.95 , 0.5872222222222222 , 0.5544167687271399 , 1 , 0 , 42.92984306319706
0.18 , 0.011027777777777777 , 0.0035206575131920344 , 0 , 0 , 63.85770975868219
0.17 , 0.027055555555555555 , 0.012045745669341511 , 0 , 1 , 44.4532395143863
0.31 , 0.3070833333333333 , 0.31030779160280103 , 1 , 0 , 61.055751254698585
0.85 , 0.013111111111111112 , 0.006706632553466768 , 0 , 1 , 20.560004699027925
0.91 , 0.005611111111111111 , 0.0016750382044478803 , 1 , 0 , 43.14253778148434
0.33 , 0.011333333333333334 , 0.003554810151253823 , 1 , 1 , 40.077545921286635
0.69 , 0.6396111111111111 , 0.461842112929699 , 0 , 0 , 44.39839204410143
0.32 , 0.20497222222222222 , 0.2116534679345318 , 0 , 0 , 61.89352706378628
0.62 , 0.5767222222222222 , 0.45291815710329386 , 0 , 0 , 51.21128808124411
0.62 , 0.2762222222222222 , 0.3035837367395633 , 1 , 0 , 51.69824005360864
0.74 , 0.4554722222222222 , 0.40809525275666836 , 0 , 0 , 47.7820715539296
0.37 , 0.02025 , 0.004978767094717131 , 1 , 0 , 59.121699877412695
0.07 , 0.22772222222222221 , 0.20695483872123357 , 0 , 1 , 44.34208364178674
0.81 , 0.013444444444444445 , 0.0063846086124240455 , 1 , 1 , 24.256559539195983
0.25 , 0.006333333333333333 , 0.0019284916151330559 , 0 , 0 , 63.60096014078426
0.66 , 0.6850833333333334 , 0.6958216718056046 , 0 , 0 , 53.22882188215545
0.77 , 0.5225555555555556 , 0.5071751388342143 , 0 , 1 , 28.152690480352277
0.02 , 0.7766388888888889 , 0.6921403545884742 , 0 , 1 , 41.23972184367203
0.35 , 0.18969444444444444 , 0.18071341630069704 , 1 , 1 , 40.20912633206704
0.88 , 0.008388888888888888 , 0.002720176918927242 , 0 , 1 , 20.968203356905015
0.01 , 0.18733333333333332 , 0.1830391222345623 , 1 , 1 , 48.53462339638009
0.82 , 0.01861111111111111 , 0.01211093478210149 , 0 , 1 , 22.408623311175116
0.95 , 0.20352777777777778 , 0.15873478310988476 , 1 , 1 , 20.188296869226587
0.21 , 0.17880555555555555 , 0.17890274965800998 , 1 , 1 , 42.65070411029186
0.83 , 0.893 , 0.6655407675593814 , 1 , 0 , 48.40080744628807
0.44 , 0.27325 , 0.19438705134691178 , 0 , 0 , 59.132083244381874
0.32 , 0.016194444444444445 , 0.006603639504051823 , 1 , 0 , 60.78568539318259
0.53 , 0.025138888888888888 , 0.011151984783825883 , 0 , 0 , 53.81012871969426
0.16 , 0.08683333333333333 , 0.07031577789300725 , 1 , 1 , 42.358823510878366
0.41 , 0.016027777777777776 , 0.007275378551544572 , 0 , 1 , 37.21605849574281
0.85 , 0.027833333333333335 , 0.01359173622126349 , 0 , 1 , 24.01775409170937
0.62 , 0.08236111111111111 , 0.06772497492793811 , 0 , 0 , 53.06210663016528
0.29 , 0.06363888888888888 , 0.034974197669695 , 0 , 0 , 61.195698621221716
0.45 , 0.022 , 0.009284327989572306 , 1 , 0 , 55.9139143302421
0.43 , 0.013833333333333333 , 0.008353851316292899 , 0 , 1 , 35.852343698656114
0.17 , 0.15888888888888889 , 0.16353682630875524 , 0 , 0 , 65.90516252866338
0.39 , 0.15091666666666667 , 0.11286827019125943 , 0 , 1 , 34.24063277425964
0.34 , 0.012833333333333334 , 0.004392456540503225 , 0 , 1 , 39.63489886979828
0.18 , 0.19394444444444445 , 0.14639888947846583 , 0 , 1 , 43.25396960295112
0.31 , 0.007138888888888889 , 0.0031694231570191292 , 0 , 0 , 60.781887304336216
0.15 , 0.020444444444444446 , 0.009101328991772547 , 0 , 1 , 44.645282641546046
0.23 , 0.4280555555555556 , 0.3698999479315698 , 1 , 0 , 64.02430516235354
0.6 , 0.5023333333333333 , 0.43935620162364214 , 0 , 0 , 49.648199523122244
0.32 , 0.006861111111111111 , 0.0019773637812689642 , 1 , 1 , 39.80780730491158
0.19 , 0.31675 , 0.3945215128243377 , 1 , 0 , 66.21269130754828
0.83 , 0.01638888888888889 , 0.0037110324153580318 , 1 , 1 , 25.669220494553464
0.27 , 0.3009722222222222 , 0.24601393105040784 , 1 , 1 , 38.06560714049886
0.58 , 0.08594444444444445 , 0.08893236458209121 , 1 , 0 , 52.19599761872998
0.32 , 0.005833333333333334 , 0.0008407227140633831 , 1 , 0 , 62.148851337572275
0.5 , 0.015361111111111112 , 0.008540052028881504 , 1 , 0 , 54.46232109341466
0.69 , 0.010388888888888888 , 0.003754245455172104 , 1 , 0 , 48.350745287914755
0.44 , 0.6338333333333334 , 0.4703461620111877 , 0 , 0 , 50.875228757441334
0.86 , 0.5124722222222222 , 0.3917848372823169 , 1 , 1 , 23.579329544822148
0.4 , 0.008166666666666666 , 0.0025352648582482452 , 1 , 1 , 37.25172320264318
0.72 , 0.058 , 0.03245195845640553 , 0 , 1 , 27.230746986750876
0.06 , 0.31577777777777777 , 0.30685320732873284 , 1 , 1 , 45.20632416106709
0.7 , 0.0135 , 0.006107858592849347 , 0 , 0 , 48.98126436976505
0.96 , 0.018444444444444444 , 0.011102389354632598 , 0 , 1 , 18.636342676586153
0.32 , 0.2678611111111111 , 0.30307994102911673 , 0 , 1 , 42.48247459476884
0.7 , 0.013055555555555556 , 0.003807635815999927 , 1 , 1 , 26.442374158558778
0.31 , 0.01663888888888889 , 0.002465216706426831 , 1 , 0 , 60.89551690319437
0.54 , 0.005388888888888889 , 0.002360550834824351 , 0 , 1 , 31.424040005309305
0.98 , 0.00625 , 0.003565562703023715 , 0 , 0 , 40.15580089147519
0.15 , 0.18983333333333333 , 0.21470237695492275 , 0 , 0 , 67.30268121970441
0.69 , 0.30427777777777776 , 0.3458531974954893 , 1 , 1 , 31.303607137609408
0.87 , 0.007805555555555555 , 0.0014628410840209893 , 1 , 1 , 21.73325887684395
0.42 , 0.010416666666666666 , 0.003497201059121538 , 1 , 0 , 56.747933717143695
0.35 , 0.18486111111111111 , 0.13377422096260289 , 0 , 1 , 36.42236630003795
0.49 , 0.01575 , 0.004362773581280132 , 0 , 1 , 34.460158694378265
0.02 , 0.4363611111111111 , 0.4006445101799596 , 0 , 0 , 72.38099775622986
0.82 , 0.4924722222222222 , 0.5260052305705992 , 0 , 0 , 46.16198863270832
0.96 , 0.01938888888888889 , 0.010871404309104306 , 0 , 1 , 20.01633994955073
0.53 , 0.059805555555555556 , 0.027105513088894518 , 1 , 0 , 53.82132619327674
0.88 , 0.14838888888888888 , 0.1361441190130845 , 1 , 0 , 44.93017299611561
0.73 , 0.04752777777777778 , 0.043485865380939806 , 1 , 1 , 27.292070660634455
0.06 , 0.46691666666666665 , 0.3717317558263796 , 1 , 1 , 46.91392443987195
0.61 , 0.009277777777777777 , 0.0035141244056878618 , 1 , 1 , 31.56449603804064
0.81 , 0.035194444444444445 , 0.018079169328725817 , 1 , 1 , 23.92290441363178
0.4 , 0.24177777777777779 , 0.26900274534115903 , 0 , 1 , 34.193070655792624
0.91 , 0.21155555555555555 , 0.16176326772983865 , 0 , 1 , 17.581926609602824
0.42 , 0.14505555555555555 , 0.13430945781628198 , 0 , 1 , 36.65286632053004
0.11 , 0.014277777777777778 , 0.005051387578181732 , 1 , 0 , 66.47289904076027
0.8 , 0.33511111111111114 , 0.24113307346888857 , 0 , 1 , 22.153659361850845
0.44 , 0.013222222222222222 , 0.006137038085311937 , 1 , 0 , 57.57900102279794
0.86 , 0.40475 , 0.4165579299688512 , 1 , 0 , 47.89906492650987
0.25 , 0.68925 , 0.49341466335113476 , 1 , 0 , 56.278278674210725
0.09 , 0.007166666666666667 , 0.0023858078954270222 , 0 , 1 , 47.09949206708355
0.72 , 0.017805555555555557 , 0.008330992108060889 , 0 , 1 , 26.217781528722256
0.59 , 0.02061111111111111 , 0.009353776038420797 , 0 , 1 , 30.79716095650356
0.96 , 0.1958888888888889 , 0.1902846939503562 , 0 , 0 , 39.407763390417486
0.55 , 0.1436111111111111 , 0.09956274791587558 , 1 , 1 , 33.032873509207846
0.7 , 0.024444444444444446 , 0.0108979249560643 , 0 , 0 , 48.0689270981773
0.3 , 0.01175 , 0.002491502896569896 , 0 , 1 , 38.91142222253108
0.66 , 0.009277777777777777 , 0.0033828851074713694 , 0 , 1 , 28.14777213220222
0.62 , 0.6911944444444444 , 0.532491026175299 , 1 , 0 , 51.83718457659956
0.47 , 0.011666666666666667 , 0.007490805624090074 , 0 , 1 , 32.92141527041632
0.34 , 0.011222222222222222 , 0.0031528951776357075 , 1 , 1 , 38.48670378581101
